zone_id,fare_amount,has_congestion_surcharge,hour,weekday,is_weekend,zone_avg_flow,log_total_flow,log_mta_flow,log_taxi_flow,month,log_zone_avg_flow
10,27.564581464444306,0.925577486239251,16,3,0,2146.8575,8.117908942383155,8.033009498596668,5.613128106388071,2,7.672226112645985
11,18.018586956521737,0.9492753623188408,16,3,0,8854.048333333334,9.539931847505173,9.510593101601817,5.998936561946683,2,9.088743008511845
12,19.476342885509556,0.9603174603174603,16,3,0,7488.388333333333,9.365205082537098,9.32901190169368,6.030685260261263,2,8.921242408735065
0,20.384236224741127,0.931813230342642,17,3,0,10867.795,10.032100620004105,10.00229162159471,6.505784060128229,2,9.293651118404544
1,21.865658846216714,0.9441648514553572,17,3,0,9444.543333333331,9.895858525371636,9.844002905701236,6.911747300251674,2,9.153298304308931
2,20.3773845250772,0.930863331148062,17,3,0,23400.9175,10.796427770802032,10.774529840937117,6.965080345601407,2,10.060573242432977
3,22.308541666666667,0.6875,17,3,0,7103.988333333334,9.51199931135876,9.510074525452104,3.295836866004329,2,8.868552398493728
4,22.77706896551724,0.8333333333333334,17,3,0,2577.4441666666667,8.79300509129753,8.784162222270476,4.07753744390572,2,7.854941459840506
5,22.7229773709337,0.9451695352895778,17,3,0,3283.1691666666666,9.262743050769233,9.153134898205405,6.9985096422506015,2,8.096868981628875
6,22.409340909090908,0.9017676767676768,17,3,0,10956.8575,10.388102662282032,10.376206242666091,5.953243334287785,2,9.30181205781596
7,22.982571316075248,0.951864721731032,17,3,0,25798.29833333333,10.66494737327816,10.632822003857786,7.2115567333138015,2,10.158102574157452
8,21.77858682069084,0.9227767942841472,17,3,0,9050.0175,10.140691787498673,10.117186645022338,6.380122536899765,2,9.110632461313314
9,22.267447317272776,0.9250070328883432,17,3,0,9860.788333333334,10.221468444611173,10.210898720168904,5.66988092298052,2,9.196422803699688
10,26.04455675249573,0.8877139880678808,17,3,0,2146.8575,8.287276755814599,8.223090551161533,5.513428746164983,2,7.672226112645985
11,17.021570252792475,0.9645502645502646,17,3,0,8854.048333333334,9.819725436430796,9.794788135612787,6.118097198041348,2,9.088743008511845
12,19.96127611206957,0.9713930348258706,17,3,0,7488.388333333333,9.673696958500123,9.637306011530349,6.343880434126331,2,8.921242408735065
0,19.86076496093005,0.966244883697714,18,3,0,10867.795,9.815639461962933,9.7717830615387,6.668228248417403,2,9.293651118404544
1,22.93334631138381,0.9733576846706138,18,3,0,9444.543333333331,9.660460120624778,9.590419293693932,6.967909201801884,2,9.153298304308931
2,17.975252422675737,0.9786393982745912,18,3,0,23400.9175,10.597109620319284,10.567823651241952,7.052721049232323,2,10.060573242432977
3,24.021875,1.0,18,3,0,7103.988333333334,9.235130540783402,9.23317760587894,3.044522437723423,2,8.868552398493728
4,20.4335632183908,0.9482758620689656,18,3,0,2577.4441666666667,8.144679183447758,8.130942302231878,3.871201010907891,2,7.854941459840506
5,22.66809630566942,0.987575623124568,18,3,0,3283.1691666666666,8.967504187316237,8.789660098061537,7.153833801578843,2,8.096868981628875
6,21.87438695395513,0.9871212121212122,18,3,0,10956.8575,9.969275293074132,9.951706124806602,5.921578419643816,2,9.30181205781596
7,22.48869618578534,0.97115227345292,18,3,0,25798.29833333333,10.375582742942056,10.335919108874108,7.129297548929373,2,10.158102574157452
8,19.193720465304597,0.9785189075630252,18,3,0,9050.0175,9.876527370953346,9.84134615599828,6.513230110912307,2,9.110632461313314
9,20.67468340774405,0.9929195804195804,18,3,0,9860.788333333334,9.9444855315702,9.928375268043908,5.811140992976701,2,9.196422803699688
10,26.06957351370035,0.9440870098039216,18,3,0,2146.8575,7.918264686095274,7.830822995135316,5.442417710521793,2,7.672226112645985
11,17.011648305084744,0.9731234866828088,18,3,0,8854.048333333334,9.66801835153128,9.626877294051395,6.45833828334479,2,9.088743008511845
12,19.96953640925188,0.976421937495763,18,3,0,7488.388333333333,9.569133071885917,9.5117774096603,6.683360945766275,2,8.921242408735065
0,22.20484703985064,0.9161870503597122,9,4,0,10867.795,9.023167064451204,8.960082528170402,6.230481447578482,2,9.293651118404544
1,18.70947403456193,0.9640313429482306,9,4,0,9444.543333333331,8.562357743370612,8.419580362549237,6.546785410760524,2,9.153298304308931
2,17.56538771307514,0.9622578692493948,9,4,0,23400.9175,9.71655538318449,9.675645480440364,6.501289670540389,2,10.060573242432977
3,30.82,1.0,9,4,0,7103.988333333334,8.294299608857235,8.292798858200374,1.9459101490553128,2,8.868552398493728
4,33.05,1.0,9,4,0,2577.4441666666667,7.413970290190444,7.409741954080923,2.079441541679836,2,7.854941459840506
5,20.72063038925844,0.9568089430894308,9,4,0,3283.1691666666666,6.893656354602635,6.272877006546167,6.124683390894205,2,8.096868981628875
6,19.824873015873017,0.9293650793650794,9,4,0,10956.8575,8.659733878198347,8.639056779173078,4.77912349311153,2,9.30181205781596
7,19.238903584186183,0.9266092438938526,9,4,0,25798.29833333333,10.128269760518846,10.083598334032915,6.9985096422506015,2,10.158102574157452
8,20.52773894492921,0.9665683382497542,9,4,0,9050.0175,8.602820277383675,8.52595469708481,6.001414877961151,2,9.110632461313314
9,19.46565776815777,0.985930735930736,9,4,0,9860.788333333334,8.366370301681654,8.329175442077402,5.062595033026967,2,9.196422803699688
10,23.20097021232736,0.9049130763416476,9,4,0,2146.8575,7.453561871643373,7.317212408359839,5.3981627015177525,2,7.672226112645985
11,15.232957650273224,0.918032786885246,9,4,0,8854.048333333334,8.335431477880796,8.268475388982598,5.602118820879701,2,9.088743008511845
12,21.108336352657005,0.9356884057971014,9,4,0,7488.388333333333,8.331827004436057,8.268218880067506,5.54907608489522,2,8.921242408735065
0,24.71912962962963,0.9363903586125808,10,4,0,10867.795,8.818926087090677,8.748304912379623,6.135564891081739,2,9.293651118404544
1,20.20723913866146,0.9477160412209432,10,4,0,9444.543333333331,8.427706024914702,8.257385655730436,6.57507584059962,2,9.153298304308931
2,18.63739992888347,0.9720577350111028,10,4,0,23400.9175,9.4776156346503,9.425532393502772,6.498282149476434,2,10.060573242432977
3,25.566666666666663,0.8888888888888888,10,4,0,7103.988333333334,8.19946419761216,8.19671240721307,2.3978952727983707,2,8.868552398493728
4,34.800000000000004,0.6666666666666666,10,4,0,2577.4441666666667,7.022868086082641,7.020190708311925,1.3862943611198906,2,7.854941459840506
5,19.786973766167662,0.9814136480803148,10,4,0,3283.1691666666666,6.93537044601511,6.424869023905388,6.021023349349527,2,8.096868981628875
6,21.54933615819209,0.9364406779661016,10,4,0,10956.8575,8.443546651247939,8.41847721847708,4.7535901911063645,2,9.30181205781596
7,18.51756112222195,0.9580976865931564,10,4,0,25798.29833333333,9.849928535441563,9.792835282432533,6.959398512133975,2,10.158102574157452
8,20.49420903954802,0.9521085552865214,10,4,0,9050.0175,8.439880088313567,8.344742754417545,6.042632833682381,2,9.110632461313314
9,18.91612276612277,0.9696969696969696,10,4,0,9860.788333333334,8.332308352219117,8.294799358992574,5.0369526024136295,2,9.196422803699688
10,21.544402199904354,0.9558823529411764,10,4,0,2146.8575,7.069023426578259,6.903747257584598,5.19295685089021,2,7.672226112645985
11,17.79649524574796,0.9732824427480916,10,4,0,8854.048333333334,8.173293438966228,8.089482474360754,5.655991810819852,2,9.088743008511845
12,22.265375064004097,0.9498975934459806,10,4,0,7488.388333333333,8.17131687471973,8.078067881815437,5.755742213586912,2,8.921242408735065
0,19.74530723905724,0.9543350168350168,11,4,0,10867.795,8.771525284186465,8.702344075220351,6.068425588244111,2,9.293651118404544
1,19.865474022735643,0.9423596051323756,11,4,0,9444.543333333331,8.672828482947686,8.519789817263504,6.721425700790643,2,9.153298304308931
2,20.28334320604248,0.9380722337244076,11,4,0,23400.9175,9.534956892221029,9.4796802501801,6.61338421837956,2,10.060573242432977
3,18.96,1.0,11,4,0,7103.988333333334,8.33302993974291,8.330140460246382,2.5649493574615367,2,8.868552398493728
4,31.315,0.9,11,4,0,2577.4441666666667,7.030857476116121,7.02197642307216,2.3978952727983707,2,7.854941459840506
5,21.244725764692827,0.952404761904762,11,4,0,3283.1691666666666,7.180831199044556,6.668228248417403,6.269096283706261,2,8.096868981628875
6,23.35207792207792,0.9523809523809524,11,4,0,10956.8575,8.534246945982066,8.503499864284235,5.043425116919247,2,9.30181205781596
7,18.88114298531497,0.9260964020817454,11,4,0,25798.29833333333,9.857810039039476,9.79757132694458,7.0192966537150445,2,10.158102574157452
8,19.538577083333333,0.9258796296296296,11,4,0,9050.0175,8.422003004412488,8.321421586897879,6.077642243349034,2,9.110632461313314
9,26.83310853729604,0.9618269230769232,11,4,0,9860.788333333334,8.479906606630221,8.435549202375727,5.3471075307174685,2,9.196422803699688
10,26.03245882538621,0.8920036764705882,11,4,0,2146.8575,7.130098510125578,6.904750769961838,5.53338948872752,2,7.672226112645985
11,16.563184343434344,0.9271464646464648,11,4,0,8854.048333333334,8.324821298768782,8.245384468120747,5.755742213586912,2,9.088743008511845
12,21.401999670124667,0.929054054054054,11,4,0,7488.388333333333,8.277920258172143,8.183118079394745,5.877735781779639,2,8.921242408735065
0,19.987450222222225,0.9315111111111112,12,4,0,10867.795,8.804175018753625,8.73568594451502,6.091309882077698,2,9.293651118404544
1,20.202900812959395,0.9404649094866486,12,4,0,9444.543333333331,8.798001694924846,8.656433258507741,6.774223886357614,2,9.153298304308931
2,20.706559704056232,0.9455102767602768,12,4,0,23400.9175,9.679280936368654,9.62944536578838,6.656726524178391,2,10.060573242432977
3,21.433333333333334,0.8333333333333334,12,4,0,7103.988333333334,8.516192691082654,8.512783482927537,2.8903717578961645,2,8.868552398493728
4,30.65,0.8,12,4,0,2577.4441666666667,7.299797366758161,7.29505641646263,2.079441541679836,2,7.854941459840506
5,21.63043865548126,0.9649582728592162,12,4,0,3283.1691666666666,7.470793774195062,7.017506142941256,6.46302945692067,2,8.096868981628875
6,24.85807692307692,0.8846153846153846,12,4,0,10956.8575,8.738094230177667,8.707813551024888,5.231108616854587,2,9.30181205781596
7,20.05466694328578,0.9436613526775228,12,4,0,25798.29833333333,9.94323697205341,9.887104073285604,7.036148493750536,2,10.158102574157452
8,20.62634823931624,0.9451238095238096,12,4,0,9050.0175,8.565983355585669,8.474703139795285,6.129050210060545,2,9.110632461313314
9,17.77615514905149,0.9878048780487804,12,4,0,9860.788333333334,8.642238680390461,8.599694412927981,5.468060141135132,2,9.196422803699688
10,23.654150398472595,0.8393196672608437,12,4,0,2146.8575,7.195187320178709,7.026426808699636,5.337538079701318,2,7.672226112645985
11,18.32400662251656,0.9271523178807948,12,4,0,8854.048333333334,8.62317351495347,8.55564437779049,5.8971538676367405,2,9.088743008511845
12,18.578984567901237,0.9370370370370372,12,4,0,7488.388333333333,8.469472455204826,8.38160253710989,5.996452088619021,2,8.921242408735065
0,19.604379310344825,0.9617816091954025,13,4,0,10867.795,8.852521917335372,8.787678239039497,6.0867747269123065,2,9.293651118404544
1,20.1950113646349,0.9371723596922008,13,4,0,9444.543333333331,8.884333185202735,8.766705997750515,6.687108607866515,2,9.153298304308931
2,20.44048725895317,0.9479707792207792,13,4,0,23400.9175,9.778377741493284,9.735601303538427,6.606650186198215,2,10.060573242432977
3,23.16,1.0,13,4,0,7103.988333333334,8.63497622707262,8.630343289348893,3.295836866004329,2,8.868552398493728
4,25.7375,0.9166666666666666,13,4,0,2577.4441666666667,7.361375428977347,7.346655163176539,3.1780538303479458,2,7.854941459840506
5,19.49139616051737,0.9801875901875902,13,4,0,3283.1691666666666,7.6586995582682995,7.352441100243583,6.327936783729195,2,8.096868981628875
6,23.059728682170544,0.9098837209302324,13,4,0,10956.8575,8.829958044235482,8.804775258867686,5.14166355650266,2,9.30181205781596
7,21.073142965341084,0.9333249439669428,13,4,0,25798.29833333333,10.027385189192366,9.979058739383202,6.974478911025045,2,10.158102574157452
8,20.651326020384847,0.9555924467689174,13,4,0,9050.0175,8.663714844079005,8.58223158759546,6.118097198041348,2,9.110632461313314
9,20.934192506459947,0.9534883720930232,13,4,0,9860.788333333334,8.827174771362785,8.795733605950735,5.356586274672012,2,9.196422803699688
10,23.2480935759842,0.9387909544159544,13,4,0,2146.8575,7.271703706887368,7.116394144093465,5.337538079701318,2,7.672226112645985
11,17.874542443064183,0.9614906832298136,13,4,0,8854.048333333334,8.778479952508487,8.723231274827508,5.857933154483459,2,9.088743008511845
12,18.986461352657003,0.9728985507246376,13,4,0,7488.388333333333,8.592486175451668,8.517193191416238,5.971261839790462,2,8.921242408735065
0,19.90231346309813,0.9482968369829684,14,4,0,10867.795,9.165238398063762,9.117347505127018,6.104793232414985,2,9.293651118404544
1,21.44255955649082,0.9494661199684816,14,4,0,9444.543333333331,9.287671714912506,9.194515821629212,6.8690144506657065,2,9.153298304308931
2,20.733059809577508,0.9571533923303834,14,4,0,23400.9175,10.015878298115156,9.977991874704234,6.725033642166843,2,10.060573242432977
3,22.26928571428571,0.7142857142857143,14,4,0,7103.988333333334,8.969796305981806,8.967249182852276,3.044522437723423,2,8.868552398493728
4,20.80625,1.0,14,4,0,2577.4441666666667,7.720017940432244,7.714231144849085,2.6390573296152584,2,7.854941459840506
5,22.053240275610417,0.9689785210690276,14,4,0,3283.1691666666666,7.967626739333816,7.6638772587034705,6.6293632534374485,2,8.096868981628875
6,24.524550147492626,0.9255162241887904,14,4,0,10956.8575,9.140454244512016,9.116029692504942,5.420534999272286,2,9.30181205781596
7,19.67477898003614,0.932489515327384,14,4,0,25798.29833333333,10.276601630426631,10.237671458639328,7.01211529430638,2,10.158102574157452
8,20.39439322875817,0.9518285714285716,14,4,0,9050.0175,8.894807371368625,8.832149906002899,6.095824562432225,2,9.110632461313314
9,22.488188159321695,0.9421029281277729,14,4,0,9860.788333333334,9.188605879830176,9.158520623246384,5.673323267171493,2,9.196422803699688
10,25.47330615942029,0.907026397515528,14,4,0,2146.8575,7.592870287844818,7.465655310134056,5.472270673671475,2,7.672226112645985
11,17.794329388560158,0.9250493096646945,14,4,0,8854.048333333334,8.994420665751292,8.942983665985647,6.003887067106539,2,9.088743008511845
12,19.730854166666667,0.9613095238095238,14,4,0,7488.388333333333,8.914357274485015,8.862341963516347,5.934894195619588,2,8.921242408735065
0,20.353784023440515,0.9106234096692112,15,4,0,10867.795,9.343559215762406,9.299998243906716,6.190315405853148,2,9.293651118404544
1,21.800484195039164,0.9168389740084476,15,4,0,9444.543333333331,9.506065016071148,9.433003808053517,6.854354502255021,2,9.153298304308931
