place_id,category,estimated_duration,lat,lon,place_name,zone_id
2011,restaurant,1,40.71579,-74.007049,Burrito Mariachi,0
2012,fast_food,1,40.715826,-74.006998,Hawa Smoothie,0
2013,restaurant,1,40.715753,-74.007089,Akimoto Sushi,0
2014,gift,0.5,40.715717,-74.007136,Shop Namira,0
2015,restaurant,1,40.715674,-74.007147,Fresh Curry,0
2017,restaurant,1,40.71543,-74.00724,1803,0
2019,fast_food,1,40.715058,-74.007612,Subway,0
2020,restaurant,1,40.714867,-74.006648,Tavern On Reade,0
2021,restaurant,1,40.714329,-74.007787,Gran Morsi,0
2022,restaurant,1,40.713638,-74.008076,Dark Horse,0
