date,hour,weekday,zone_id,day,month,avg_mta_flow,avg_taxi_flow,log_mta_flow,log_taxi_flow,zone_avg_flow,log_zone_avg_flow,lat,lon
2024-02-02,9,4,9,2,2,4142.0,157.0,8.329175442077402,5.062595033026967,4299.0,8.366370301681654,40.7614,-73.9776
2024-02-02,9,4,10,2,2,1505.0,220.0,7.317212408359839,5.3981627015177525,1725.0,7.453561871643373,40.7614,-73.9496
2024-02-02,9,4,11,2,2,3898.0,270.0,8.268475388982598,5.602118820879701,4168.0,8.335431477880796,40.728,-74.011
2024-02-02,9,4,12,2,2,3897.0,256.0,8.268218880067506,5.54907608489522,4153.0,8.331827004436057,40.7479,-74.0049
2024-02-02,10,4,0,2,2,6299.0,461.0,8.748304912379623,6.135564891081739,6760.0,8.818926087090677,40.758,-73.9855
2024-02-02,10,4,1,2,2,3855.0,716.0,8.257385655730436,6.57507584059962,4571.0,8.427706024914702,40.7678,-73.9718
2024-02-02,10,4,2,2,2,12400.0,663.0,9.425532393502772,6.498282149476434,13063.0,9.4776156346503,40.7484,-73.9857
2024-02-02,10,4,3,2,2,3628.0,10.0,8.19671240721307,2.3978952727983707,3638.0,8.19946419761216,40.7061,-73.9969
2024-02-02,10,4,4,2,2,1118.0,3.0,7.020190708311925,1.3862943611198906,1121.0,7.022868086082641,40.7033,-74.017
2024-02-02,10,4,5,2,2,616.0,411.0,6.424869023905388,6.021023349349527,1027.0,6.93537044601511,40.7587,-73.9787
2024-02-02,10,4,6,2,2,4529.0,115.0,8.41847721847708,4.7535901911063645,4644.0,8.443546651247939,40.7127,-74.0134
2024-02-02,10,4,7,2,2,17904.0,1052.0,9.792835282432533,6.959398512133975,18956.0,9.849928535441565,40.7794,-73.9632
2024-02-02,10,4,8,2,2,4207.0,420.0,8.344742754417545,6.042632833682381,4627.0,8.439880088313567,40.7527,-73.9772
2024-02-02,10,4,9,2,2,4002.0,153.0,8.294799358992574,5.0369526024136295,4155.0,8.332308352219117,40.7614,-73.9776
2024-02-02,10,4,10,2,2,995.0,179.0,6.903747257584598,5.19295685089021,1174.0,7.069023426578259,40.7614,-73.9496
2024-02-02,10,4,11,2,2,3259.0,285.0,8.089482474360754,5.655991810819852,3544.0,8.173293438966228,40.728,-74.011
2024-02-02,10,4,12,2,2,3222.0,315.0,8.078067881815437,5.755742213586912,3537.0,8.17131687471973,40.7479,-74.0049
2024-02-02,11,4,0,2,2,6016.0,431.0,8.702344075220351,6.068425588244111,6447.0,8.771525284186465,40.758,-73.9855
2024-02-02,11,4,1,2,2,5012.0,829.0,8.519789817263504,6.721425700790643,5841.0,8.672828482947686,40.7678,-73.9718
2024-02-02,11,4,2,2,2,13090.0,744.0,9.479680250180099,6.61338421837956,13834.0,9.534956892221027,40.7484,-73.9857
2024-02-02,11,4,3,2,2,4146.0,12.0,8.330140460246382,2.5649493574615367,4158.0,8.33302993974291,40.7061,-73.9969
2024-02-02,11,4,4,2,2,1120.0,10.0,7.02197642307216,2.3978952727983707,1130.0,7.030857476116121,40.7033,-74.017
